ct_uid,ct_name,municipality_code,municipality_name,apciq_sector_number,population_weight,population_in_sector,tract_population,weight_basis,assignment_method,neighbourhood_names,tract_is_shared,includes_corrected_point
4620050.00,0050.00,66023,Montréal,11,1.000000,1364,1364,population,borough_code,,False,False
4620051.00,0051.00,66023,Montréal,11,1.000000,1907,1907,population,borough_code,,False,False
4620052.00,0052.00,66023,Montréal,11,1.000000,2208,2208,population,borough_code,,False,False
4620053.00,0053.00,66023,Montréal,11,1.000000,1385,1385,population,borough_code,,False,False
4620054.00,0054.00,66023,Montréal,11,1.000000,1444,1444,population,borough_code,,False,False
4620055.01,0055.01,66023,Montréal,11,1.000000,5726,5726,population,borough_code,,False,False
4620055.02,0055.02,66023,Montréal,11,1.000000,559,559,population,borough_code,,False,False
4620056.00,0056.00,66023,Montréal,11,1.000000,1963,1963,population,borough_code,,False,False
4620057.00,0057.00,66023,Montréal,11,1.000000,1963,1963,population,borough_code,,False,False
4620058.00,0058.00,66023,Montréal,11,1.000000,1251,1251,population,borough_code,,False,False
4620059.00,0059.00,66023,Montréal,11,1.000000,1428,1428,population,borough_code,,False,False
4620060.00,0060.00,66023,Montréal,11,1.000000,1082,1082,population,borough_code,,False,False
4620061.00,0061.00,66023,Montréal,11,1.000000,1325,1325,population,borough_code,,False,False
4620062.00,0062.00,66023,Montréal,11,1.000000,4679,4679,population,borough_code,,False,False
4620063.00,0063.00,66023,Montréal,11,1.000000,5477,5477,population,borough_code,,False,False
4620064.00,0064.00,66023,Montréal,11,1.000000,1949,1949,population,borough_code,,False,False
4620065.01,0065.01,66023,Montréal,11,1.000000,6388,6388,population,borough_code,,False,False
4620065.02,0065.02,66023,Montréal,11,1.000000,3629,3629,population,borough_code,,False,False
4620066.01,0066.01,66023,Montréal,11,1.000000,3684,3684,population,borough_code,,False,False
4620066.02,0066.02,66023,Montréal,11,1.000000,3178,3178,population,borough_code,,False,False
4620069.01,0069.01,66023,Montréal,11,1.000000,4563,4563,population,borough_code,,False,False
4620070.01,0070.01,66023,Montréal,11,1.000000,3767,3767,population,borough_code,,False,False
4620128.00,0128.00,66023,Montréal,11,1.000000,3839,3839,population,borough_code,,False,False
4620129.01,0129.01,66023,Montréal,11,1.000000,4249,4249,population,borough_code,,False,False
4620129.02,0129.02,66023,Montréal,11,1.000000,3602,3602,population,borough_code,,False,False
4620130.00,0130.00,66023,Montréal,12,1.000000,3017,3017,population,borough_code,,False,False
4620131.00,0131.00,66023,Montréal,12,1.000000,3201,3201,population,borough_code,,False,False
4620132.00,0132.00,66023,Montréal,12,1.000000,5151,5151,population,borough_code,,False,False
4620133.00,0133.00,66023,Montréal,12,1.000000,2645,2645,population,borough_code,,False,False
4620134.00,0134.00,66023,Montréal,12,1.000000,1136,1136,population,borough_code,,False,False
4620135.00,0135.00,66023,Montréal,12,1.000000,1717,1717,population,borough_code,,False,False
4620136.00,0136.00,66023,Montréal,12,1.000000,2861,2861,population,borough_code,,False,False
4620137.00,0137.00,66023,Montréal,12,1.000000,1165,1165,population,borough_code,,False,False
4620138.00,0138.00,66023,Montréal,12,1.000000,2077,2077,population,borough_code,,False,False
4620139.00,0139.00,66023,Montréal,12,1.000000,3223,3223,population,borough_code,,False,False
4620140.00,0140.00,66023,Montréal,12,1.000000,1388,1388,population,borough_code,,False,False
4620141.00,0141.00,66023,Montréal,12,1.000000,1722,1722,population,borough_code,,False,False
4620142.00,0142.00,66023,Montréal,12,1.000000,1683,1683,population,borough_code,,False,False
4620143.00,0143.00,66023,Montréal,12,1.000000,2691,2691,population,borough_code,,False,False
4620144.00,0144.00,66023,Montréal,12,1.000000,3542,3542,population,borough_code,,False,False
4620145.00,0145.00,66023,Montréal,12,1.000000,0,0,dissemination_area_count,borough_code,,False,False
4620146.00,0146.00,66023,Montréal,12,1.000000,2455,2455,population,borough_code,,False,False
4620147.00,0147.00,66023,Montréal,12,1.000000,2905,2905,population,borough_code,,False,False
4620148.00,0148.00,66023,Montréal,12,1.000000,1223,1223,population,borough_code,,False,False
4620149.00,0149.00,66023,Montréal,12,1.000000,3238,3238,population,borough_code,,False,False
4620150.00,0150.00,66023,Montréal,12,1.000000,2412,2412,population,borough_code,,False,False
4620151.00,0151.00,66023,Montréal,12,1.000000,2124,2124,population,borough_code,,False,False
4620152.00,0152.00,66023,Montréal,12,1.000000,1650,1650,population,borough_code,,False,False
4620153.00,0153.00,66023,Montréal,12,1.000000,812,812,population,borough_code,,False,False
4620154.00,0154.00,66023,Montréal,12,1.000000,1104,1104,population,borough_code,,False,False
4620155.00,0155.00,66023,Montréal,12,1.000000,1813,1813,population,borough_code,,False,False
4620156.00,0156.00,66023,Montréal,12,1.000000,1955,1955,population,borough_code,,False,False
4620157.00,0157.00,66023,Montréal,12,1.000000,2152,2152,population,borough_code,,False,False
4620158.00,0158.00,66023,Montréal,12,1.000000,2094,2094,population,borough_code,,False,False
4620159.00,0159.00,66023,Montréal,12,1.000000,1886,1886,population,borough_code,,False,False
4620160.00,0160.00,66023,Montréal,12,1.000000,1738,1738,population,borough_code,,False,False
4620161.00,0161.00,66023,Montréal,12,1.000000,1980,1980,population,borough_code,,False,False
4620162.00,0162.00,66023,Montréal,12,1.000000,1755,1755,population,borough_code,,False,False
4620163.00,0163.00,66023,Montréal,12,1.000000,3090,3090,population,borough_code,,False,False
4620164.00,0164.00,66023,Montréal,12,1.000000,1586,1586,population,borough_code,,False,False
4620165.00,0165.00,66023,Montréal,12,1.000000,2322,2322,population,borough_code,,False,False
4620167.00,0167.00,66023,Montréal,12,1.000000,2453,2453,population,borough_code,,False,False
4620168.00,0168.00,66023,Montréal,12,1.000000,2826,2826,population,borough_code,,False,False
4620169.00,0169.00,66023,Montréal,12,1.000000,2099,2099,population,borough_code,,False,False
4620170.00,0170.00,66023,Montréal,12,1.000000,2098,2098,population,borough_code,,False,False
4620171.00,0171.00,66023,Montréal,12,1.000000,4778,4778,population,borough_code,,False,False
4620172.00,0172.00,66023,Montréal,12,1.000000,2656,2656,population,borough_code,,False,False
4620173.00,0173.00,66023,Montréal,12,1.000000,2041,2041,population,borough_code,,False,False
4620174.00,0174.00,66023,Montréal,12,1.000000,2110,2110,population,borough_code,,False,False
4620175.00,0175.00,66023,Montréal,12,1.000000,1992,1992,population,borough_code,,False,False
4620176.00,0176.00,66023,Montréal,12,1.000000,1643,1643,population,borough_code,,False,False
4620177.00,0177.00,66023,Montréal,12,1.000000,1342,1342,population,borough_code,,False,False
4620178.00,0178.00,66023,Montréal,12,1.000000,2262,2262,population,borough_code,,False,False
4620166.00,0166.00,66023,Montréal,13,1.000000,574,574,population,borough_code,,False,False
4620179.00,0179.00,66023,Montréal,13,1.000000,3783,3783,population,borough_code,,False,False
4620180.00,0180.00,66023,Montréal,13,1.000000,3322,3322,population,borough_code,,False,False
4620181.00,0181.00,66023,Montréal,13,1.000000,5881,5881,population,borough_code,,False,False
4620182.00,0182.00,66023,Montréal,13,1.000000,2099,2099,population,borough_code,,False,False
4620183.00,0183.00,66023,Montréal,13,1.000000,2152,2152,population,borough_code,,False,False
4620184.00,0184.00,66023,Montréal,13,1.000000,2965,2965,population,borough_code,,False,False
4620185.00,0185.00,66023,Montréal,13,1.000000,5192,5192,population,borough_code,,False,False
4620186.00,0186.00,66023,Montréal,13,1.000000,4606,4606,population,borough_code,,False,False
4620187.01,0187.01,66023,Montréal,13,1.000000,3339,3339,population,borough_code,,False,False
4620187.03,0187.03,66023,Montréal,13,1.000000,4751,4751,population,borough_code,,False,False
4620187.04,0187.04,66023,Montréal,13,1.000000,6501,6501,population,borough_code,,False,False
4620188.01,0188.01,66023,Montréal,13,1.000000,2136,2136,population,borough_code,,False,False
4620188.02,0188.02,66023,Montréal,13,1.000000,2605,2605,population,borough_code,,False,False
4620189.00,0189.00,66023,Montréal,13,1.000000,0,0,dissemination_area_count,borough_code,,False,False
4620190.02,0190.02,66023,Montréal,13,1.000000,4164,4164,population,borough_code,,False,False
4620195.01,0195.01,66023,Montréal,13,1.000000,3537,3537,population,borough_code,,False,False
4620196.00,0196.00,66023,Montréal,13,1.000000,4065,4065,population,borough_code,,False,False
4620197.00,0197.00,66023,Montréal,13,1.000000,4915,4915,population,borough_code,,False,False
4620198.00,0198.00,66023,Montréal,13,1.000000,5025,5025,population,borough_code,,False,False
4620199.00,0199.00,66023,Montréal,13,1.000000,2619,2619,population,borough_code,,False,False
4620200.00,0200.00,66023,Montréal,13,1.000000,4579,4579,population,borough_code,,False,False
4620201.00,0201.00,66023,Montréal,13,1.000000,6953,6953,population,borough_code,,False,False
4620202.00,0202.00,66023,Montréal,13,1.000000,4186,4186,population,borough_code,,False,False
4620203.00,0203.00,66023,Montréal,13,1.000000,2797,2797,population,borough_code,,False,False
4620204.00,0204.00,66023,Montréal,13,1.000000,2667,2667,population,borough_code,,False,False
4620205.00,0205.00,66023,Montréal,13,1.000000,2095,2095,population,borough_code,,False,False
4620206.00,0206.00,66023,Montréal,13,1.000000,2530,2530,population,borough_code,,False,False
4620207.00,0207.00,66023,Montréal,13,1.000000,3379,3379,population,borough_code,,False,False
4620208.00,0208.00,66023,Montréal,13,1.000000,2497,2497,population,borough_code,,False,False
4620209.00,0209.00,66023,Montréal,13,1.000000,6031,6031,population,borough_code,,False,False
4620210.00,0210.00,66023,Montréal,13,1.000000,4165,4165,population,borough_code,,False,False
4620211.00,0211.00,66023,Montréal,13,1.000000,2249,2249,population,borough_code,,False,False
4620212.00,0212.00,66023,Montréal,13,1.000000,2523,2523,population,borough_code,,False,False
4620213.00,0213.00,66023,Montréal,13,1.000000,2586,2586,population,borough_code,,False,False
4620214.00,0214.00,66023,Montréal,13,1.000000,2765,2765,population,borough_code,,False,False
4620215.00,0215.00,66023,Montréal,13,1.000000,3010,3010,population,borough_code,,False,False
4620216.00,0216.00,66023,Montréal,13,1.000000,2200,2200,population,borough_code,,False,False
4620217.00,0217.00,66023,Montréal,13,1.000000,2518,2518,population,borough_code,,False,False
4620218.00,0218.00,66023,Montréal,13,1.000000,2877,2877,population,borough_code,,False,False
4620219.00,0219.00,66023,Montréal,13,1.000000,2827,2827,population,borough_code,,False,False
4620247.00,0247.00,66023,Montréal,13,1.000000,2148,2148,population,borough_code,,False,False
4620220.00,0220.00,66023,Montréal,14,1.000000,5683,5683,population,borough_code,,False,False
4620221.00,0221.00,66023,Montréal,14,1.000000,6147,6147,population,borough_code,,False,False
4620222.00,0222.00,66023,Montréal,14,1.000000,3777,3777,population,borough_code,,False,False
4620223.01,0223.01,66023,Montréal,14,1.000000,4052,4052,population,borough_code,,False,False
4620223.02,0223.02,66023,Montréal,14,1.000000,3353,3353,population,borough_code,,False,False
4620224.00,0224.00,66023,Montréal,14,1.000000,6054,6054,population,borough_code,,False,False
4620225.00,0225.00,66023,Montréal,14,1.000000,1414,1414,population,borough_code,,False,False
4620226.00,0226.00,66023,Montréal,14,1.000000,2952,2952,population,borough_code,,False,False
4620227.00,0227.00,66023,Montréal,14,1.000000,1561,1561,population,borough_code,,False,False
4620228.00,0228.00,66023,Montréal,14,1.000000,1628,1628,population,borough_code,,False,False
4620229.00,0229.00,66023,Montréal,14,1.000000,0,0,dissemination_area_count,borough_code,,False,False
4620230.00,0230.00,66023,Montréal,14,1.000000,1858,1858,population,borough_code,,False,False
4620231.00,0231.00,66023,Montréal,14,1.000000,1612,1612,population,borough_code,,False,False
4620232.00,0232.00,66023,Montréal,14,1.000000,4674,4674,population,borough_code,,False,False
4620233.00,0233.00,66023,Montréal,14,1.000000,2011,2011,population,borough_code,,False,False
4620234.00,0234.00,66023,Montréal,14,1.000000,2144,2144,population,borough_code,,False,False
4620235.00,0235.00,66023,Montréal,14,1.000000,1872,1872,population,borough_code,,False,False
4620236.00,0236.00,66023,Montréal,14,1.000000,1776,1776,population,borough_code,,False,False
4620237.00,0237.00,66023,Montréal,14,1.000000,3418,3418,population,borough_code,,False,False
4620238.00,0238.00,66023,Montréal,14,1.000000,2338,2338,population,borough_code,,False,False
4620239.00,0239.00,66023,Montréal,14,1.000000,4606,4606,population,borough_code,,False,False
4620240.00,0240.00,66023,Montréal,14,1.000000,3118,3118,population,borough_code,,False,False
4620241.00,0241.00,66023,Montréal,14,1.000000,2791,2791,population,borough_code,,False,False
4620242.00,0242.00,66023,Montréal,14,1.000000,6077,6077,population,borough_code,,False,False
4620243.00,0243.00,66023,Montréal,14,1.000000,3677,3677,population,borough_code,,False,False
4620244.00,0244.00,66023,Montréal,14,1.000000,2064,2064,population,borough_code,,False,False
4620245.00,0245.00,66023,Montréal,14,1.000000,2883,2883,population,borough_code,,False,False
4620249.00,0249.00,66023,Montréal,14,1.000000,4188,4188,population,borough_code,,False,False
4620250.00,0250.00,66023,Montréal,14,1.000000,3994,3994,population,borough_code,,False,False
4620251.01,0251.01,66023,Montréal,14,1.000000,3669,3669,population,borough_code,,False,False
4620251.02,0251.02,66023,Montréal,14,1.000000,2649,2649,population,borough_code,,False,False
4620252.00,0252.00,66023,Montréal,14,1.000000,5186,5186,population,borough_code,,False,False
4620253.00,0253.00,66023,Montréal,14,1.000000,3598,3598,population,borough_code,,False,False
4620254.00,0254.00,66023,Montréal,14,1.000000,4029,4029,population,borough_code,,False,False
4620256.00,0256.00,66023,Montréal,14,1.000000,3877,3877,population,borough_code,,False,False
4620257.00,0257.00,66023,Montréal,14,1.000000,4500,4500,population,borough_code,,False,False
4620258.00,0258.00,66023,Montréal,14,1.000000,5314,5314,population,borough_code,,False,False
4620259.00,0259.00,66023,Montréal,14,1.000000,6349,6349,population,borough_code,,False,False
4620260.00,0260.00,66023,Montréal,14,1.000000,2338,2338,population,borough_code,,False,False
4620261.00,0261.00,66023,Montréal,14,1.000000,2858,2858,population,borough_code,,False,False
4620262.00,0262.00,66023,Montréal,14,1.000000,4866,4866,population,borough_code,,False,False
4620263.00,0263.00,66023,Montréal,14,1.000000,4135,4135,population,borough_code,,False,False
4620001.00,0001.00,66023,Montréal,15,1.000000,2684,2684,population,borough_code,,False,False
4620002.00,0002.00,66023,Montréal,15,1.000000,3780,3780,population,borough_code,,False,False
4620003.00,0003.00,66023,Montréal,15,1.000000,6600,6600,population,borough_code,,False,False
4620004.00,0004.00,66023,Montréal,15,1.000000,3355,3355,population,borough_code,,False,False
4620005.00,0005.00,66023,Montréal,15,1.000000,3175,3175,population,borough_code,,False,False
4620006.00,0006.00,66023,Montréal,15,1.000000,4611,4611,population,borough_code,,False,False
4620007.00,0007.00,66023,Montréal,15,1.000000,5655,5655,population,borough_code,,False,False
4620008.00,0008.00,66023,Montréal,15,1.000000,3104,3104,population,borough_code,,False,False
4620009.00,0009.00,66023,Montréal,15,1.000000,3554,3554,population,borough_code,,False,False
4620010.00,0010.00,66023,Montréal,15,1.000000,1494,1494,population,borough_code,,False,False
4620011.00,0011.00,66023,Montréal,15,1.000000,6439,6439,population,borough_code,,False,False
4620012.01,0012.01,66023,Montréal,15,1.000000,2547,2547,population,borough_code,,False,False
4620012.02,0012.02,66023,Montréal,15,1.000000,4163,4163,population,borough_code,,False,False
4620013.00,0013.00,66023,Montréal,15,1.000000,5694,5694,population,borough_code,,False,False
4620014.02,0014.02,66023,Montréal,15,1.000000,0,0,dissemination_area_count,borough_code,,False,False
4620014.03,0014.03,66023,Montréal,15,1.000000,3363,3363,population,borough_code,,False,False
4620014.04,0014.04,66023,Montréal,15,1.000000,4187,4187,population,borough_code,,False,False
4620015.00,0015.00,66023,Montréal,15,1.000000,4089,4089,population,borough_code,,False,False
4620016.00,0016.00,66023,Montréal,15,1.000000,2470,2470,population,borough_code,,False,False
4620017.00,0017.00,66023,Montréal,15,1.000000,2131,2131,population,borough_code,,False,False
4620018.00,0018.00,66023,Montréal,15,1.000000,2013,2013,population,borough_code,,False,False
4620019.00,0019.00,66023,Montréal,15,1.000000,2398,2398,population,borough_code,,False,False
4620021.00,0021.00,66023,Montréal,15,1.000000,3028,3028,population,borough_code,,False,False
4620022.00,0022.00,66023,Montréal,15,1.000000,1527,1527,population,borough_code,,False,False
4620023.00,0023.00,66023,Montréal,15,1.000000,1238,1238,population,borough_code,,False,False
4620024.00,0024.00,66023,Montréal,15,1.000000,2544,2544,population,borough_code,,False,False
4620025.00,0025.00,66023,Montréal,15,1.000000,3018,3018,population,borough_code,,False,False
4620026.00,0026.00,66023,Montréal,15,1.000000,2519,2519,population,borough_code,,False,False
4620027.00,0027.00,66023,Montréal,15,1.000000,1629,1629,population,borough_code,,False,False
4620028.00,0028.00,66023,Montréal,15,1.000000,2058,2058,population,borough_code,,False,False
4620029.00,0029.00,66023,Montréal,15,1.000000,4027,4027,population,borough_code,,False,False
4620030.00,0030.00,66023,Montréal,15,1.000000,3506,3506,population,borough_code,,False,False
4620031.00,0031.00,66023,Montréal,15,1.000000,2803,2803,population,borough_code,,False,False
4620190.01,0190.01,66023,Montréal,15,1.000000,3688,3688,population,borough_code,,False,False
4620191.00,0191.00,66023,Montréal,15,1.000000,6160,6160,population,borough_code,,False,False
4620192.00,0192.00,66023,Montréal,15,1.000000,3229,3229,population,borough_code,,False,False
4620193.00,0193.00,66023,Montréal,15,1.000000,2197,2197,population,borough_code,,False,False
4620194.01,0194.01,66023,Montréal,15,1.000000,5132,5132,population,borough_code,,False,False
4620194.02,0194.02,66023,Montréal,15,1.000000,4478,4478,population,borough_code,,False,False
4620195.02,0195.02,66023,Montréal,15,1.000000,5384,5384,population,borough_code,,False,True
4620195.03,0195.03,66023,Montréal,15,1.000000,4956,4956,population,borough_code,,False,False
4620590.01,0590.01,66023,Montréal,16,1.000000,5526,5526,population,borough_code,,False,False
4620590.02,0590.02,66023,Montréal,16,1.000000,3452,3452,population,borough_code,,False,False
4620591.01,0591.01,66023,Montréal,16,1.000000,2704,2704,population,borough_code,,False,False
4620591.02,0591.02,66023,Montréal,16,1.000000,4117,4117,population,borough_code,,False,False
4620592.00,0592.00,66023,Montréal,16,1.000000,7570,7570,population,borough_code,,False,False
4620593.01,0593.01,66023,Montréal,16,1.000000,4862,4862,population,borough_code,,False,False
4620593.02,0593.02,66023,Montréal,16,1.000000,4575,4575,population,borough_code,,False,False
4620594.01,0594.01,66023,Montréal,16,1.000000,2848,2848,population,borough_code,,False,False
4620594.02,0594.02,66023,Montréal,16,1.000000,7589,7589,population,borough_code,,False,False
4620600.01,0600.01,66023,Montréal,16,1.000000,4022,4022,population,borough_code,,False,False
4620600.02,0600.02,66023,Montréal,16,1.000000,4118,4118,population,borough_code,,False,False
4620600.03,0600.03,66023,Montréal,16,1.000000,7091,7091,population,borough_code,,False,False
4620601.01,0601.01,66023,Montréal,16,1.000000,3373,3373,population,borough_code,,False,False
4620601.02,0601.02,66023,Montréal,16,1.000000,4827,4827,population,borough_code,,False,False
4620602.01,0602.01,66023,Montréal,16,1.000000,3780,3780,population,borough_code,,False,False
4620602.02,0602.02,66023,Montréal,16,1.000000,2794,2794,population,borough_code,,False,False
4620603.01,0603.01,66023,Montréal,16,1.000000,3598,3598,population,borough_code,,False,False
4620603.02,0603.02,66023,Montréal,16,1.000000,4252,4252,population,borough_code,,False,False
4620603.03,0603.03,66023,Montréal,16,1.000000,3281,3281,population,borough_code,,False,False
4620604.01,0604.01,66023,Montréal,16,1.000000,3550,3550,population,borough_code,,False,False
4620604.02,0604.02,66023,Montréal,16,1.000000,4517,4517,population,borough_code,,False,False
4620604.03,0604.03,66023,Montréal,16,1.000000,3012,3012,population,borough_code,,False,False
4620604.04,0604.04,66023,Montréal,16,1.000000,3457,3457,population,borough_code,,False,False
4620604.05,0604.05,66023,Montréal,16,1.000000,5279,5279,population,borough_code,,False,False
4620605.01,0605.01,66023,Montréal,16,1.000000,3525,3525,population,borough_code,,False,False
4620605.02,0605.02,66023,Montréal,16,1.000000,1997,1997,population,borough_code,,False,False
4620605.03,0605.03,66023,Montréal,16,1.000000,5854,5854,population,borough_code,,False,False
4620605.04,0605.04,66023,Montréal,16,1.000000,4898,4898,population,borough_code,,False,False
4620605.05,0605.05,66023,Montréal,16,1.000000,2270,2270,population,borough_code,,False,False
4620610.01,0610.01,66023,Montréal,17,1.000000,4777,4777,population,borough_code,,False,False
4620610.02,0610.02,66023,Montréal,17,1.000000,4612,4612,population,borough_code,,False,False
4620610.03,0610.03,66023,Montréal,17,1.000000,5684,5684,population,borough_code,,False,False
4620610.04,0610.04,66023,Montréal,17,1.000000,3973,3973,population,borough_code,,False,False
4620610.05,0610.05,66023,Montréal,17,1.000000,4856,4856,population,borough_code,,False,False
4620610.06,0610.06,66023,Montréal,17,1.000000,2822,2822,population,borough_code,,False,False
4620610.07,0610.07,66023,Montréal,17,1.000000,4659,4659,population,borough_code,,False,False
4620611.01,0611.01,66023,Montréal,17,1.000000,3036,3036,population,borough_code,,False,False
4620611.02,0611.02,66023,Montréal,17,1.000000,5839,5839,population,borough_code,,False,False
4620612.00,0612.00,66023,Montréal,17,1.000000,4813,4813,population,borough_code,,False,False
4620613.00,0613.00,66023,Montréal,17,1.000000,7813,7813,population,borough_code,,False,False
4620614.00,0614.00,66023,Montréal,17,1.000000,3827,3827,population,borough_code,,False,False
4620615.00,0615.00,66023,Montréal,17,1.000000,5848,5848,population,borough_code,,False,False
4620616.00,0616.00,66023,Montréal,17,1.000000,6896,6896,population,borough_code,,False,False
4620617.01,0617.01,66023,Montréal,17,1.000000,5616,5616,population,borough_code,,False,False
4620617.02,0617.02,66023,Montréal,17,1.000000,3904,3904,population,borough_code,,False,False
4620618.00,0618.00,66023,Montréal,17,1.000000,3611,3611,population,borough_code,,False,False
4620619.00,0619.00,66023,Montréal,17,1.000000,5885,5885,population,borough_code,,False,False
4620290.01,0290.01,66023,Montréal,18,1.000000,2713,2713,population,borough_code,,False,False
4620290.02,0290.02,66023,Montréal,18,1.000000,5711,5711,population,borough_code,,False,False
4620290.03,0290.03,66023,Montréal,18,1.000000,4263,4263,population,borough_code,,False,False
4620290.04,0290.04,66023,Montréal,18,1.000000,6876,6876,population,borough_code,,False,False
4620290.05,0290.05,66023,Montréal,18,1.000000,5156,5156,population,borough_code,,False,False
4620290.06,0290.06,66023,Montréal,18,1.000000,5326,5326,population,borough_code,,False,False
4620290.07,0290.07,66023,Montréal,18,1.000000,4010,4010,population,borough_code,,False,False
4620290.08,0290.08,66023,Montréal,18,1.000000,4111,4111,population,borough_code,,False,False
4620290.09,0290.09,66023,Montréal,18,1.000000,4930,4930,population,borough_code,,False,False
4620291.01,0291.01,66023,Montréal,18,1.000000,3900,3900,population,borough_code,,False,False
4620291.03,0291.03,66023,Montréal,18,1.000000,5854,5854,population,borough_code,,False,False
4620291.04,0291.04,66023,Montréal,18,1.000000,5222,5222,population,borough_code,,False,False
4620570.00,0570.00,66007,Montréal-Est,18,1.000000,4394,4394,population,borough_code,,False,False
4620580.01,0580.01,66023,Montréal,18,1.000000,4853,4853,population,borough_code,,False,False
4620580.02,0580.02,66023,Montréal,18,1.000000,3235,3235,population,borough_code,,False,False
4620580.03,0580.03,66023,Montréal,18,1.000000,3829,3829,population,borough_code,,False,False
4620581.01,0581.01,66023,Montréal,18,1.000000,5825,5825,population,borough_code,,False,False
4620581.02,0581.02,66023,Montréal,18,1.000000,3490,3490,population,borough_code,,False,False
4620582.01,0582.01,66023,Montréal,18,1.000000,6340,6340,population,borough_code,,False,False
4620582.02,0582.02,66023,Montréal,18,1.000000,5918,5918,population,borough_code,,False,False
4620583.00,0583.00,66023,Montréal,18,1.000000,3208,3208,population,borough_code,,False,False
4620584.00,0584.00,66023,Montréal,18,1.000000,7066,7066,population,borough_code,,False,False
4620585.01,0585.01,66023,Montréal,18,1.000000,2281,2281,population,borough_code,,False,False
4620585.02,0585.02,66023,Montréal,18,1.000000,3824,3824,population,borough_code,,False,False
